timestamp,site_id,site_name,url,status_code,response_time_ms,is_up,error_message,check_type,screenshot_path
2026-05-25T00:53:48.672862,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,-1,3.71,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/404 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B338B3D0>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:53:48.777606,github,GitHub,https://github.com,-1,184.11,False,Browser engine failure: ,browser,
2026-05-25T00:53:53.899926,google,Google,https://www.google.com,-1,3.41,False,"HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87590340>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:53:53.989444,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,-1,4.1,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D875EE500>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:53:54.071409,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,-1,4.15,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /delay/5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87598820>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:53:54.152318,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,-1,3.77,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/404 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87592200>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:53:54.248071,github,GitHub,https://github.com,-1,188.24,False,Browser engine failure: ,browser,
2026-05-25T00:58:48.800842,google,Google,https://www.google.com,-1,3.26,False,"HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B338B8E0>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:48.912324,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,-1,2.85,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B3389AB0>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:49.000281,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,-1,2.99,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /delay/5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B33895D0>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:49.079367,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,-1,2.9,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/404 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B3388B50>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:49.185509,github,GitHub,https://github.com,-1,178.88,False,Browser engine failure: ,browser,
2026-05-25T00:58:54.280336,google,Google,https://www.google.com,-1,4.21,False,"HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87591900>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:54.386255,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,-1,3.82,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87598F40>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:54.475994,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,-1,2.55,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /delay/5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87598400>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:54.545082,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,-1,2.53,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/404 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D875995A0>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T00:58:54.637617,github,GitHub,https://github.com,-1,180.1,False,Browser engine failure: ,browser,
2026-05-25T01:03:49.206167,google,Google,https://www.google.com,-1,3.87,False,"HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B3388F40>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:49.308388,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,-1,2.81,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B3388D90>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:49.389152,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,-1,3.62,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /delay/5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B2377D00>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:49.483965,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,-1,4.71,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/404 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B338B580>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:49.595483,github,GitHub,https://github.com,-1,188.33,False,Browser engine failure: ,browser,
2026-05-25T01:03:54.662598,google,Google,https://www.google.com,-1,3.52,False,"HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87598970>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:54.765873,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,-1,4.19,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87599C60>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:54.860237,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,-1,3.79,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /delay/5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87598C10>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:54.938122,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,-1,3.76,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/404 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000027D87599270>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:03:55.043158,github,GitHub,https://github.com,-1,195.75,False,Browser engine failure: ,browser,
2026-05-25T01:08:49.613076,google,Google,https://www.google.com,-1,2.83,False,"HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B338B940>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))",request,
2026-05-25T01:08:49.720798,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,-1,3.67,False,"HTTPSConnectionPool(host='httpbin.org', port=443): Max retries exceeded with url: /status/200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000210B338A200>: Failed to resolve 'httpbin.org' ([Errno 11001] getaddrinfo failed)""))",request,
